original_filepath,filename,label,aug_method,duration,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms,tempo
Audios/Luis/LuisG-03_02.m4a,LuisG-03_02.m4a,Luis,original,2.2813333333333334,0.05097063011098131,3128.5882665863724,6806.512850467289,-470.027587890625,89.8918685913086,37.77037811279297,52.088294982910156,24.768064498901367,15.687697410583496,4.55607271194458,3.095508337020874,1.611740231513977,5.3375091552734375,-5.140079498291016,2.0047824382781982,-1.857108235359192,0.034686751663684845,137.1951219512195
Audios/Luis/LuisG-03_02.m4a,LuisG-03_02.m4a,Luis,noise,2.2813333333333334,0.383382922021028,10821.71574211632,19802.935163551403,-183.53283111806567,12.38710910013082,13.404666767215913,14.351134381444558,10.770997923283748,5.928793747289493,2.5989755913300536,-0.5226751048008047,-0.38717676884501256,-0.20819626730854243,-1.705090855582342,-1.372827281193182,-1.08468796938473,0.050656478852033615,89.28571428571429
Audios/Luis/LuisG-03_02.m4a,LuisG-03_02.m4a,Luis,time_stretch_longer,1.9011041666666666,0.0533099467527933,3125.8408240352956,7052.199720670391,-498.27716064453125,84.53710174560547,34.9262580871582,51.39272689819336,26.144824981689453,15.894697189331055,4.773857593536377,2.262988567352295,1.2781479358673096,4.314846038818359,-5.864370346069336,1.2013574838638306,-1.7751846313476562,0.02494621090590954,165.44117647058823
Audios/Luis/LuisG-03_02.m4a,LuisG-03_02.m4a,Luis,time_stretch_slower,2.8516666666666666,0.05291474755130597,3248.2026264111114,7231.168376865671,-508.9485778808594,88.5537338256836,36.76447296142578,51.994110107421875,23.779991149902344,14.852034568786621,3.4196553230285645,2.1332693099975586,0.6964150071144104,5.468492031097412,-4.814297199249268,2.946826934814453,-1.110100507736206,0.02187483198940754,110.29411764705883
Audios/Luis/LuisG-03_02.m4a,LuisG-03_02.m4a,Luis,pitch_shift_alto,2.2813333333333334,0.05981901650116823,3533.9075200624684,7642.486857476635,-497.3034362792969,84.40178680419922,39.197513580322266,49.13031005859375,21.02545738220215,9.657137870788574,1.5730748176574707,0.1978047490119934,3.0408918857574463,0.2652542293071747,-4.4526472091674805,2.2763237953186035,-1.0192866325378418,0.023650871589779854,137.1951219512195
Audios/Luis/LuisG-03_02.m4a,LuisG-03_02.m4a,Luis,pitch_shift_bajo,2.2813333333333334,0.04864102657710281,2842.191736551952,6293.954439252337,-501.10968017578125,82.03333282470703,29.861526489257812,49.61369323730469,27.545373916625977,18.935577392578125,6.241051197052002,3.4064853191375732,-0.7569795250892639,5.660109519958496,-3.5377860069274902,-1.4855825901031494,-1.6755646467208862,0.024629903957247734,137.1951219512195
Audios/Luis/LuisG-03_02.m4a,LuisG-03_02.m4a,Luis,volume_up,2.2813333333333334,0.05097063011098131,3128.5882664172564,6806.512850467289,-430.1826171875,89.89188385009766,37.770381927490234,52.088294982910156,24.768064498901367,15.687698364257812,4.55607271194458,3.0955088138580322,1.6117396354675293,5.337509632110596,-5.140080451965332,2.0047826766967773,-1.857108235359192,0.05203012749552727,137.1951219512195
Audios/Luis/LuisG-03_02.m4a,LuisG-03_02.m4a,Luis,volume_down,2.2813333333333334,0.05097063011098131,3128.5882665863724,6806.512850467289,-538.142822265625,89.8918685913086,37.77037811279297,52.088294982910156,24.768064498901367,15.687697410583496,4.55607271194458,3.095508337020874,1.611740231513977,5.3375091552734375,-5.140079021453857,2.004782199859619,-1.857108235359192,0.017343375831842422,137.1951219512195
Audios/Luis/LuisG-03_03.m4a,LuisG-03_03.m4a,Luis,original,2.644,0.017938429309475805,2157.704077279607,4173.103578629032,-500.7038879394531,121.08057403564453,50.51606750488281,33.97909164428711,18.988174438476562,13.680092811584473,9.380330085754395,7.257715225219727,0.6611977815628052,0.3032197058200836,-2.159029960632324,2.5036838054656982,0.4624003767967224,0.026049818843603134,181.4516129032258
Audios/Luis/LuisG-03_03.m4a,LuisG-03_03.m4a,Luis,noise,2.644,0.40646263860887094,11007.069276654038,19918.378276209678,-184.27486427818616,13.157583312503112,13.18022846667005,9.715301304324994,7.1220643122890275,4.401142769771008,1.9446490447161304,0.46098326197674844,-0.5362900246513055,-1.36306089742592,-1.6400230098442694,-0.8844997183214913,0.25925545643883674,0.04328889772295952,100.44642857142857
Audios/Luis/LuisG-03_03.m4a,LuisG-03_03.m4a,Luis,time_stretch_longer,2.203333333333333,0.020856921799516908,2120.4148307695286,4034.080615942029,-529.5369262695312,115.12930297851562,49.146728515625,35.088226318359375,20.113683700561523,13.511549949645996,8.83350944519043,6.412560939788818,0.3859022855758667,-0.3574911653995514,-2.127196788787842,3.163327217102051,0.39003852009773254,0.018514318391680717,216.34615384615384
Audios/Luis/LuisG-03_03.m4a,LuisG-03_03.m4a,Luis,time_stretch_slower,3.305,0.020911038306451614,2147.592210435372,4133.165322580645,-529.6525268554688,113.8947982788086,48.478580474853516,34.46706771850586,20.62639617919922,14.511512756347656,9.808598518371582,7.138640403747559,1.0375882387161255,0.4798771142959595,-1.6630172729492188,2.655022144317627,0.1078670397400856,0.01769651100039482,148.02631578947367
Audios/Luis/LuisG-03_03.m4a,LuisG-03_03.m4a,Luis,pitch_shift_alto,2.644,0.024437689012096774,2463.4536318138944,4877.079133064516,-537.2117309570312,124.61674499511719,47.52003479003906,30.837146759033203,15.290919303894043,10.820613861083984,7.728818893432617,2.829566240310669,-1.862596869468689,-1.5294309854507446,-1.0959446430206299,2.295539379119873,-3.3433704376220703,0.015927918255329132,181.4516129032258
Audios/Luis/LuisG-03_03.m4a,LuisG-03_03.m4a,Luis,pitch_shift_bajo,2.644,0.018731886340725805,1896.7297941584623,3675.907258064516,-547.1759033203125,119.91730499267578,47.99414825439453,36.67330551147461,20.228273391723633,15.885015487670898,11.431778907775879,11.052512168884277,3.682835102081299,3.252195119857788,-1.5977718830108643,0.9324451684951782,3.310232639312744,0.016952848061919212,181.4516129032258
Audios/Luis/LuisG-03_03.m4a,LuisG-03_03.m4a,Luis,volume_up,2.644,0.017938429309475805,2157.7040784881037,4173.103578629032,-460.8590087890625,121.08058166503906,50.51606750488281,33.97909164428711,18.988174438476562,13.680092811584473,9.380330085754395,7.257715225219727,0.6611964106559753,0.3032197058200836,-2.1590301990509033,2.5036840438842773,0.4624003469944,0.03907473012804985,181.4516129032258
Audios/Luis/LuisG-03_03.m4a,LuisG-03_03.m4a,Luis,volume_down,2.644,0.017938429309475805,2157.704077279607,4173.103578629032,-568.8191528320312,121.08057403564453,50.51606750488281,33.97909164428711,18.988176345825195,13.680092811584473,9.380330085754395,7.257715225219727,0.6611977815628052,0.3032194674015045,-2.159029483795166,2.503683567047119,0.46240025758743286,0.013024909421801567,181.4516129032258
Audios/Luis/LuisG-01_04.m4a,LuisG-01_04.m4a,Luis,original,4.073333333333333,0.04477743578206806,3234.2268855164416,7624.918193717277,-441.38006591796875,86.3929443359375,30.064393997192383,30.018962860107422,23.777992248535156,19.749841690063477,7.813477993011475,3.3224005699157715,-1.5207833051681519,2.6399102210998535,-7.1872878074646,-0.5704122185707092,-4.291454315185547,0.03677557408809662,130.8139534883721
Audios/Luis/LuisG-01_04.m4a,LuisG-01_04.m4a,Luis,noise,4.073333333333333,0.3956177396924084,10690.454134287114,19552.02879581152,-177.29380249685113,16.9985857447769,10.383858795549532,8.29091405429409,8.204020646017197,5.00988437113882,1.885164514508408,0.14077182183264053,-0.5000593545556619,-1.0965322274450415,-1.9001527199363406,-1.581372707668992,-1.5360138924438747,0.053540103137493134,122.28260869565217
Audios/Luis/LuisG-01_04.m4a,LuisG-01_04.m4a,Luis,time_stretch_longer,3.3944375,0.0525323275862069,3267.0566184620347,7699.475901253919,-484.01910400390625,90.56494903564453,31.05084228515625,30.853708267211914,23.275508880615234,20.476276397705078,7.578803062438965,3.636751651763916,-3.0043585300445557,2.8063912391662598,-8.138448715209961,-0.30908775329589844,-4.751099109649658,0.025132669135928154,125.0
Audios/Luis/LuisG-01_04.m4a,LuisG-01_04.m4a,Luis,time_stretch_slower,5.091666666666667,0.05268329955543933,3253.1732915262915,7605.811976987447,-480.2206726074219,87.09520721435547,29.94416046142578,29.984149932861328,23.01056671142578,20.075763702392578,8.037422180175781,3.7433454990386963,-1.8588281869888306,3.4038171768188477,-7.260282516479492,0.005865823477506638,-4.206070899963379,0.025858335196971893,119.68085106382979
Audios/Luis/LuisG-01_04.m4a,LuisG-01_04.m4a,Luis,pitch_shift_alto,4.073333333333333,0.059073083687827224,3620.051131246724,8387.06642670157,-457.4300537109375,78.17256164550781,28.098169326782227,28.070232391357422,23.738370895385742,14.075946807861328,4.3688225746154785,-1.6130149364471436,-0.6143868565559387,-2.5022239685058594,-6.190911769866943,-0.6126203536987305,-3.0761005878448486,0.02459634467959404,130.8139534883721
